Time_ms,Cycle,Ax,Ay,Az,Force_kg
444150,1269,806,-20,5226,49.07
444200,1269,-280,-227,-10004,48.74
444250,1269,256,-39,-16901,48.54
444300,1269,-179,-42,-9999,47.91
444350,1269,-4,22,5199,48.85
444400,1269,90,-30,15865,48.47
444450,1269,25,-66,13885,49.4
444500,1270,-356,37,146,48.82
444550,1270,285,-87,-13554,48.41
444600,1270,65,25,-16134,48.52
444650,1270,-21,-48,-4983,48.66
444700,1270,-65,-224,9995,48.99
444750,1270,-14,1,16463,49.15
444800,1270,126,57,9755,48.26
444850,1271,-364,100,-4899,48.87
444900,1271,-209,-96,-16221,48.88
444950,1271,22,-104,-13303,48.55
445000,1271,40,-143,22,49.13
445050,1271,-117,-153,13520,49.11
445100,1271,192,-82,15750,47.83
445150,1271,-295,16,4965,48.7
445200,1272,192,-164,-9817,48.51
445250,1272,-178,-2,-16600,48.73
445300,1272,-501,-70,-10107,48.09
445350,1272,-589,-249,5310,48.78
445400,1272,-37,-261,16121,48.75
445450,1272,-268,-76,13698,48.34
445500,1272,319,-231,328,49.03
445550,1273,191,-12,-13164,48.53
445600,1273,-62,-163,-16146,48.9
445650,1273,180,137,-4892,48.42
445700,1273,-63,76,9915,48.3
445750,1273,-321,6,16576,48.34
445800,1273,213,-319,9731,48.42
445850,1273,-391,-13,-4980,48.49
445900,1274,-267,-202,-15675,49.49
445950,1274,176,149,-13369,48.72
446000,1274,-593,-164,-100,47.97
446050,1274,-38,-8,13513,48.07
446100,1274,-163,73,15468,48.25
446150,1274,-467,-29,5313,48.68
446200,1274,-175,-189,-9767,48.82
446250,1275,144,-197,-16763,48.14
446300,1275,-252,-107,-9639,47.92
446350,1275,-217,-9,5171,48.47
446400,1275,-261,-76,15954,48.82
446450,1275,-610,57,13543,49.62
446500,1275,-160,45,71,48.9
446550,1275,-157,-73,-13234,49.13
446600,1276,175,45,-16312,48.82
446650,1276,-280,-75,-5286,48.19
446700,1276,380,-91,9722,48.54
446750,1276,-161,-118,16609,48.43
446800,1276,520,-55,9665,48.65
446850,1276,-24,-89,-5269,48.91
446900,1276,162,-94,-16066,48.8
446950,1277,-287,11,-13589,48.35
447000,1277,4,-244,4,48.52
447050,1277,137,-120,13868,48.7
447100,1277,-5,-134,15952,48.71
447150,1277,212,-34,4989,48.8
447200,1277,-38,-140,-9926,48.85
447250,1277,345,-60,-16968,48.79
447300,1278,257,82,-9970,48.3
447350,1278,-1,-140,5168,47.87
447400,1278,-106,267,15973,48.46
447450,1278,-9,-111,13300,48.6
447500,1278,405,-234,-74,48.85
447550,1278,-359,19,-13538,48.46
447600,1278,-669,24,-16367,49.61
447650,1279,241,-188,-5198,47.96
447700,1279,18,93,9655,49.69
447750,1279,141,-129,16518,49.46
447800,1279,270,57,9794,49.37
447850,1279,-122,-164,-5368,48.12
447900,1279,-4,-61,-15813,48.98
447950,1279,419,-122,-13725,48.42
448000,1280,159,26,513,48.67
448050,1280,467,92,13495,48.75
448100,1280,-279,-51,16044,48.38
448150,1280,-847,61,5276,47.13
448200,1280,-123,-202,-10026,49.1
448250,1280,-14,-143,-16628,49.06
448300,1280,-334,323,-9658,48.12
448350,1281,-51,-68,5244,48.22
448400,1281,-238,-138,16166,48.59
448450,1281,395,95,13337,48.63
448500,1281,171,17,-175,48.97
448550,1281,-587,-292,-13478,48.72
448600,1281,-113,42,-16015,48.41
448650,1281,-489,36,-5246,48.87
448700,1282,136,-91,9998,48.38
448750,1282,-57,-46,16507,48.37
448800,1282,-116,-205,9759,48.65
448850,1282,-85,-32,-5103,49.43
448900,1282,233,-136,-15625,48.69
448950,1282,119,-198,-13496,48.9
449000,1282,-239,16,-289,48.97
449050,1283,219,-53,13526,49.04
449100,1283,-303,-159,15815,48.5
449150,1283,-194,-83,4985,48.57
449200,1283,485,-89,-9730,48.76
449250,1283,-144,-137,-16873,49.1
449300,1283,74,-60,-9944,48.94
449350,1283,218,9,5301,48.57
449400,1284,29,-275,15567,48.99
449450,1284,-143,28,13495,48.4
449500,1284,44,-52,94,48.42
449550,1284,38,-56,-13852,48.66
449600,1284,76,-63,-15963,48.94
449650,1284,73,-133,-5039,48.34
449700,1284,359,-112,9943,48.9
449750,1285,-306,-85,16311,49.26
449800,1285,-374,-105,10263,49.15
449850,1285,-72,-43,-5285,48.93
449900,1285,-162,23,-16083,48.5
449950,1285,-429,-142,-13520,48.04
450000,1285,133,-104,-178,48.59
450050,1285,-56,-22,13452,48.93
450100,1286,164,106,15909,49.15
450150,1286,-59,-58,5581,48.71
450200,1286,-156,-27,-9594,49.88
450250,1286,25,-155,-16609,48.82
450300,1286,276,69,-9923,48.65
450350,1286,5,127,5006,49.31
450400,1286,-45,149,16154,49.13
450450,1287,-838,-72,13660,48.09
450500,1287,-65,-111,2,49.03
450550,1287,-223,-83,-13634,48.68
450600,1287,319,-155,-16191,48.79
450650,1287,361,-95,-4837,48.73
450700,1287,-69,-215,9452,48.78
450750,1287,-118,-27,16833,48.87
450800,1288,50,-54,9580,48.73
450850,1288,-388,-89,-5321,48.92
450900,1288,-510,-303,-16068,48.96
450950,1288,208,-47,-13532,48.91
451000,1288,380,-59,-43,48.69
451050,1288,213,-111,13251,48.68
451100,1288,-233,65,15902,49.34
451150,1289,148,-179,4891,48.6
451200,1289,173,-9,-9821,48.96
451250,1289,-219,-11,-16674,49.08
451300,1289,-116,-99,-9836,48.93
451350,1289,-296,-8,5134,49.03
451400,1289,-170,-57,16013,48.44
451450,1289,-548,-135,13263,48.46
451500,1290,-525,-6,71,48.52
451550,1290,48,-131,-13818,48.17
451600,1290,-473,-167,-16127,49.23
451650,1290,133,5,-4923,48.1
451700,1290,-8,-150,10035,49.39
451750,1290,-131,-252,16724,49.08
451800,1290,-594,-43,9653,48.73
451850,1291,830,-15,-5186,48.53
451900,1291,-225,161,-16214,48.15
451950,1291,-34,-10,-13702,48.1
452000,1291,-461,79,56,48.69
452050,1291,-236,104,13312,48.57
452100,1291,50,56,16017,48.85
452150,1291,-120,-335,5307,48.9
452200,1292,160,-19,-9950,49.05
452250,1292,190,-125,-16680,48.94
452300,1292,-263,-49,-10146,49.08
452350,1292,264,-47,5322,48.33
452400,1292,-295,183,15935,48.18
452450,1292,-457,-224,13539,48.33
452500,1292,-363,-34,-252,49.03
452550,1293,130,-11,-13742,47.86
452600,1293,-145,-10,-15862,48.35
452650,1293,-142,-26,-4856,48.1
452700,1293,199,24,9931,48.12
452750,1293,-213,-41,17124,48.77
452800,1293,-311,-144,10099,48.69
452850,1293,-484,202,-5363,48.71
452900,1294,14,-80,-16262,49.08
452950,1294,252,-228,-13758,49.28
453000,1294,225,-144,-23,48.77
453050,1294,172,6,13520,48.66
453100,1294,-3,-201,15915,48.76
453150,1294,47,38,5111,48.42
453200,1294,314,-153,-9766,48.75
453250,1295,205,-41,-17027,48.52
453300,1295,262,31,-9954,49.33
453350,1295,578,-96,4897,49.05
453400,1295,-305,0,15625,48.16
453450,1295,-98,-97,13337,48.69
453500,1295,534,42,146,49.57
453550,1295,-225,-59,-13319,48.56
453600,1296,-418,54,-15893,48.2
453650,1296,-125,-225,-5350,48.43
453700,1296,263,160,9566,48.71
453750,1296,-181,64,16719,48.91
453800,1296,-24,39,9816,48.9
453850,1296,41,-164,-5407,48.74
453900,1296,-95,-4,-15727,48.7
453950,1297,-272,-69,-13338,49.27
454000,1297,-51,29,259,49.48
454050,1297,-266,30,13559,48.99
454100,1297,34,-170,15845,48.35
454150,1297,234,101,4827,49.1
454200,1297,-59,32,-10210,48.74
454250,1297,-327,-122,-17049,48.47
454300,1298,-271,-115,-9680,48.38
454350,1298,-656,-168,5245,47.89
454400,1298,120,26,15679,48.99
454450,1298,473,163,13773,49.09
454500,1298,283,-181,186,48.53
454550,1298,293,-86,-13781,48.57
454600,1298,-525,-83,-15968,49.27
454650,1299,-318,-66,-5223,48.03
454700,1299,188,-21,9530,48.57
454750,1299,-107,82,16641,48.2
454800,1299,-31,-90,9818,49.23
454850,1299,-200,-27,-5356,48.62
454900,1299,394,-10,-16323,48.01
454950,1299,-147,-78,-13507,48.25
455000,1300,58,-150,-211,48.48
455050,1300,696,-114,13419,48.86
455100,1300,-425,-121,15737,49.13
455150,1300,196,-220,5087,48.17
455200,1300,-39,-72,-9823,49.2
455250,1300,241,110,-16705,49.35
455300,1300,-208,-1,-10089,48.43
455350,1301,-123,9,5340,48.54
455400,1301,448,-13,15780,48.12
455450,1301,197,-354,13660,48.17
455500,1301,235,-54,21,49.18
455550,1301,-189,-48,-13653,49.15
455600,1301,403,-222,-15844,48.84
455650,1301,-268,-290,-4655,48.41
455700,1302,174,5,10000,48.14
455750,1302,262,-83,16728,47.92
455800,1302,151,19,9927,48.19
455850,1302,171,-91,-5055,48.82
455900,1302,314,-93,-16010,49.03
455950,1302,-207,-54,-13835,48.42
456000,1302,367,75,-200,49.27
456050,1303,-93,-51,13321,48.76
456100,1303,-102,-184,15924,48.67
456150,1303,-335,-33,5091,48.45
456200,1303,147,53,-10077,48.28
456250,1303,859,-167,-16825,49.09
456300,1303,-26,44,-9987,48.32
456350,1303,-279,-126,4819,49.54
456400,1304,173,-260,15750,48.47
456450,1304,0,-116,13344,48.7
456500,1304,-388,12,-190,48.74
456550,1304,164,-37,-12963,48.73
456600,1304,667,-70,-16146,48.71
456650,1304,-239,38,-5101,48.54
456700,1304,-263,-49,9441,48.58
456750,1305,28,-220,16804,49.75
456800,1305,-164,-189,9751,48.56
456850,1305,-548,104,-4969,48.56
456900,1305,177,-78,-15796,48.18
456950,1305,-170,-221,-13460,48.47
457000,1305,130,-74,195,48.81
457050,1305,314,-80,13512,48.47
457100,1306,101,143,16053,48.43
457150,1306,-392,-193,5224,49.03
457200,1306,11,-37,-9470,47.72
457250,1306,418,125,-16880,48.54
457300,1306,-128,-144,-9921,48.73
457350,1306,532,-243,5265,49.14
457400,1306,238,-26,15589,48.98
457450,1307,123,84,13516,48.85
457500,1307,234,163,-420,48.77
457550,1307,423,-60,-13897,48.61
457600,1307,362,135,-16066,48.39
457650,1307,-326,-129,-5404,49.21
457700,1307,-104,-48,9799,48.28
457750,1307,-443,-142,16956,48.38
457800,1308,-234,-265,9952,47.54
457850,1308,241,-92,-4956,48.18
457900,1308,149,-157,-16072,48.62
457950,1308,8,117,-13536,48.89
458000,1308,247,31,-122,48.82
458050,1308,-153,-27,13914,48.94
458100,1308,137,-123,16288,48.69
458150,1309,-172,-209,5359,48.4
458200,1309,196,68,-9872,49.18
458250,1309,-187,27,-16545,48.24
458300,1309,284,-62,-9749,49.06
458350,1309,53,39,5141,48.47
458400,1309,-154,49,15746,49.14
458450,1309,-29,-50,13665,49.87
458500,1310,-579,-113,-296,48.35
458550,1310,82,-144,-13157,49.09
458600,1310,-347,-74,-15644,49.18
458650,1310,-385,120,-4882,48.09
458700,1310,289,-90,9722,48.49
458750,1310,-309,-54,16438,48.29
458800,1310,-164,-38,9701,48.53
458850,1311,775,-39,-5194,48.5
458900,1311,-14,-86,-15956,49.67
458950,1311,-302,-42,-13704,47.79
459000,1311,-40,-36,434,48.34
459050,1311,-154,-126,13345,48.47
459100,1311,315,-126,15953,48.71
459150,1311,-448,-155,4994,48.51
459200,1312,181,-21,-9624,48.66
459250,1312,-302,-86,-16841,48.01
459300,1312,-198,-129,-9674,48.82
459350,1312,55,128,5593,48.23
459400,1312,-181,-15,16069,48.07
459450,1312,111,-99,13493,49.19
459500,1312,160,-84,-229,49.09
459550,1313,-106,-2,-13271,49.37
459600,1313,266,-132,-15940,48.42
459650,1313,-79,-1,-5015,48.6
459700,1313,22,-59,9844,48.64
459750,1313,337,-36,16830,48.03
459800,1313,61,-20,9720,49.12
459850,1313,-782,28,-4973,48.36
459900,1314,-483,-88,-15934,48.63
459950,1314,-302,-92,-13481,48.61
460000,1314,36,51,524,48.36
460050,1314,-273,-71,13778,48.81
460100,1314,-7,-206,16006,48.36
460150,1314,-96,-17,5423,48.35
460200,1314,-740,-110,-9675,49.11
460250,1315,-240,-113,-16422,48.62
460300,1315,-174,-79,-9933,48.95
460350,1315,-219,-47,5214,48.23
460400,1315,41,23,15892,48.58
460450,1315,95,-77,13625,48.32
460500,1315,452,-128,-217,49.03
460550,1315,-281,40,-13767,48.91
460600,1316,88,104,-16294,48.3
460650,1316,121,-275,-5237,48.73
460700,1316,-112,104,9889,48.66
460750,1316,-233,-80,16850,48.32
460800,1316,-217,-90,10093,48.46
460850,1316,309,48,-5259,48.98
460900,1316,272,47,-16023,48.81
460950,1317,784,39,-13158,48.7
461000,1317,-368,72,81,48.44
461050,1317,244,-84,13438,48.96
461100,1317,-376,-88,15809,49.12
461150,1317,183,88,5182,48.92
461200,1317,-379,-75,-10110,47.94
461250,1317,-428,-28,-16954,48.71
461300,1318,197,-335,-9973,48.02
461350,1318,6,78,5287,47.76
461400,1318,-228,-148,15983,48.41
461450,1318,-52,-39,13788,48.69
461500,1318,-547,-53,0,48.16
461550,1318,127,-216,-13806,49.67
461600,1318,441,-58,-16110,48.55
461650,1319,-584,86,-5146,48.47
461700,1319,484,-84,9663,49.19
461750,1319,-203,-28,16744,48.65
461800,1319,-140,-23,10306,49.09
461850,1319,-40,-43,-5204,48.31
461900,1319,-24,-159,-16163,48.25
461950,1319,-168,65,-13421,49.0
462000,1320,305,-91,-423,49.22
462050,1320,-449,-107,13854,48.58
462100,1320,-422,-103,15749,48.03
462150,1320,-117,55,5151,49.27
462200,1320,-197,-223,-10193,48.52
462250,1320,-222,64,-16531,48.25
462300,1320,496,-230,-9673,48.98
462350,1321,-21,-75,5230,49.11
462400,1321,392,-16,16022,48.9
462450,1321,98,-20,13598,48.54
462500,1321,-68,-47,96,48.45
462550,1321,662,-135,-13671,49.1
462600,1321,202,-212,-15702,48.76
462650,1321,-28,-115,-4827,49.53
462700,1322,-21,-54,9977,49.07
462750,1322,-515,-131,16580,49.14
462800,1322,375,-28,9818,48.19
462850,1322,312,-69,-5401,48.49
462900,1322,231,20,-16056,49.12
462950,1322,-159,33,-13385,48.8
463000,1322,-483,113,-91,49.09
463050,1323,27,166,13490,48.28
463100,1323,98,-136,15799,48.76
463150,1323,262,-128,4900,48.66
463200,1323,84,-52,-10020,48.47
463250,1323,-3,-200,-16451,48.32
463300,1323,369,-34,-10114,48.64
463350,1323,-195,-32,5346,48.52
463400,1324,-215,32,15976,48.35
463450,1324,409,140,13773,48.97
463500,1324,-362,73,16,49.0
463550,1324,-73,15,-14043,48.59
463600,1324,-150,-147,-15941,48.62
463650,1324,-158,24,-5275,48.59
463700,1324,29,26,10008,48.36
463750,1325,-51,-80,16574,48.55
463800,1325,-130,17,9960,49.4
463850,1325,272,51,-5265,49.16
463900,1325,-409,-120,-15901,49.48
463950,1325,-201,-108,-13664,49.03
464000,1325,-268,70,214,48.7
464050,1325,635,-130,13349,49.27
464100,1326,50,12,16249,48.76
464150,1326,145,26,5291,48.62
464200,1326,68,-38,-10306,48.79
464250,1326,467,12,-16928,48.64
464300,1326,96,17,-9589,48.51
464350,1326,-321,-170,4922,48.21
464400,1326,-401,-162,16049,48.43
464450,1327,155,156,13423,48.63
464500,1327,-182,-248,-37,48.65
464550,1327,-471,-99,-13974,48.54
464600,1327,-102,22,-15958,48.43
464650,1327,-6,-87,-5365,48.52
464700,1327,85,58,9633,47.83
464750,1327,614,-95,16806,49.2
464800,1328,118,-79,9769,49.67
464850,1328,-175,-114,-5276,48.9
464900,1328,-272,-84,-16143,48.19
464950,1328,-21,47,-13487,48.92
465000,1328,20,2,-5,49.06
465050,1328,212,17,13748,48.43
465100,1328,22,-113,15961,48.27
465150,1329,-215,37,4769,48.7
465200,1329,-88,20,-10130,48.66
465250,1329,-327,-101,-16768,48.81
465300,1329,358,-137,-9964,48.71
465350,1329,-697,-49,5283,48.98
465400,1329,-532,106,16000,48.98
465450,1329,40,-163,13766,49.33
465500,1330,135,-118,-108,48.96
465550,1330,-55,207,-13500,48.87
465600,1330,-272,-155,-16177,48.47
465650,1330,-195,229,-5503,48.84
465700,1330,285,-206,10159,48.64
465750,1330,-41,-165,16877,48.88
465800,1330,-315,-45,9940,49.19
465850,1331,-187,-74,-5169,48.93
465900,1331,-81,-1,-15764,48.68
465950,1331,-10,-61,-13798,49.26
466000,1331,-116,-132,-154,48.77
466050,1331,-67,122,13918,48.62
466100,1331,-146,10,16004,48.48
466150,1331,170,-20,5349,48.5
466200,1332,74,-19,-10059,48.84
466250,1332,184,-126,-16884,47.74
466300,1332,-119,-124,-9854,48.72
466350,1332,-107,-12,5574,49.37
466400,1332,-305,17,15967,48.62
466450,1332,-91,147,13397,48.36
466500,1332,-313,-12,-144,49.21
466550,1333,-161,88,-13475,48.82
466600,1333,-702,-38,-15710,48.89
466650,1333,-146,-22,-5337,48.64
466700,1333,-275,3,9982,48.67
466750,1333,-159,144,16679,49.03
466800,1333,-153,-57,10071,48.42
466850,1333,-593,119,-5312,48.45
466900,1334,-125,91,-16136,48.38
466950,1334,-154,-95,-13606,48.99
467000,1334,-355,115,91,49.04
467050,1334,-87,-260,13915,49.11
467100,1334,307,-291,16049,48.4
467150,1334,54,88,5196,49.27
467200,1334,48,7,-10040,49.13
467250,1335,385,-146,-16600,48.81
467300,1335,-49,-49,-9775,48.72
467350,1335,119,90,5245,48.67
467400,1335,-302,-201,16097,48.71
467450,1335,44,-44,13222,48.24
467500,1335,72,-108,96,48.4
467550,1335,412,-203,-13466,48.22
467600,1336,-232,-262,-15725,48.75
467650,1336,50,-9,-5338,48.43
467700,1336,303,-134,10278,48.53
467750,1336,-231,-47,16764,48.49
467800,1336,20,-74,9958,48.96
467850,1336,-580,-55,-5041,48.36
467900,1336,280,-18,-15772,48.7
467950,1337,185,-59,-13645,49.05
468000,1337,-428,-50,312,49.16
468050,1337,136,-66,13925,49.29
468100,1337,458,145,15348,48.91
468150,1337,485,-115,5316,48.15
468200,1337,74,-29,-9442,48.14
468250,1337,386,-198,-16711,48.62
468300,1338,-174,-136,-10017,49.02
468350,1338,355,-4,4786,48.45
468400,1338,302,173,15782,48.22
468450,1338,-592,144,13542,48.25
468500,1338,30,-182,247,48.77
468550,1338,66,-35,-14015,49.0
468600,1338,121,60,-16032,49.09
468650,1339,-38,10,-5202,48.82
468700,1339,-594,-204,9900,49.21
468750,1339,277,-190,16800,48.79
468800,1339,35,-52,9996,48.35
468850,1339,-52,25,-4927,48.92
468900,1339,-346,-16,-16344,49.05
468950,1339,102,8,-13636,48.18
469000,1340,546,-206,58,48.18
469050,1340,42,-3,13870,49.06
469100,1340,260,-74,16055,48.08
469150,1340,-215,-186,5227,48.99
469200,1340,271,-127,-10023,47.73
469250,1340,-225,-146,-16902,48.91
469300,1340,-267,-119,-9769,48.38
469350,1341,-388,-191,5261,49.09
469400,1341,4,-124,16473,49.18
469450,1341,-338,-71,13727,48.2
469500,1341,-255,-171,446,48.01
469550,1341,-359,-89,-13145,48.49
469600,1341,-26,-220,-15944,48.62
469650,1341,182,-33,-5242,49.2
469700,1342,-82,-84,9908,48.45
469750,1342,-301,-116,16979,48.71
469800,1342,389,52,10004,48.6
469850,1342,-13,-5,-5422,48.41
469900,1342,350,19,-15868,49.01
469950,1342,49,6,-13156,48.94
470000,1342,544,-70,-173,48.91
470050,1343,241,236,13789,48.2
470100,1343,-432,69,15864,48.65
470150,1343,81,-36,5287,48.69
470200,1343,85,-32,-9906,48.43
470250,1343,-317,-134,-16680,49.03
470300,1343,0,35,-9458,48.29
470350,1343,-65,-65,5378,49.11
470400,1344,574,-41,16160,49.42
470450,1344,71,-232,13406,48.67
470500,1344,339,-385,187,48.7
470550,1344,-314,-36,-13441,48.4
470600,1344,46,185,-15851,48.45
470650,1344,330,-108,-5085,48.81
470700,1344,246,2,9642,48.68
470750,1345,193,60,16979,48.46
470800,1345,-306,-18,9831,49.03
470850,1345,325,-24,-5106,48.95
470900,1345,242,29,-15970,48.39
470950,1345,200,-150,-14006,48.27
471000,1345,451,192,-330,48.83
471050,1345,358,-127,13791,48.47
471100,1346,-393,-143,15728,49.42
471150,1346,88,-89,5377,48.13
471200,1346,128,-66,-9903,49.0
471250,1346,186,0,-16474,48.62
471300,1346,-168,9,-10033,48.77
471350,1346,604,-173,5259,48.41
471400,1346,-565,-18,16129,47.8
471450,1347,7,-57,13501,48.61
471500,1347,-266,168,144,48.2
471550,1347,-544,-26,-13793,48.37
471600,1347,605,139,-15950,48.67
471650,1347,96,-84,-5064,49.04
471700,1347,-48,-77,9888,48.84
471750,1347,48,13,16858,48.82
471800,1348,-294,-161,10137,49.48
471850,1348,9,32,-5176,48.56
471900,1348,122,-120,-16071,48.33
471950,1348,-296,-223,-13538,49.16
472000,1348,-40,-3,-187,49.45
472050,1348,253,-121,13628,48.54
472100,1348,-39,-5,15871,48.75
472150,1349,14,-116,5091,48.84
472200,1349,312,-214,-9949,49.26
472250,1349,-101,20,-16072,48.62
472300,1349,-77,110,-9742,48.31
472350,1349,237,-174,5304,48.83
472400,1349,82,-27,15719,49.3
472450,1349,-7,-21,13803,49.44
472500,1350,-226,-108,-56,47.68
472550,1350,144,10,-13719,48.4
472600,1350,349,99,-16159,48.5
472650,1350,-229,95,-5184,48.23
472700,1350,3,-134,10354,48.75
472750,1350,259,-36,16770,48.66
472800,1350,-75,-119,9788,48.73
472850,1351,169,-11,-5247,49.56
472900,1351,-23,-231,-16229,48.39
472950,1351,350,-46,-13838,48.2
473000,1351,-238,-149,-176,48.15
473050,1351,-215,94,13448,48.11
473100,1351,21,-126,16059,49.13
473150,1351,-196,-180,5198,48.84
473200,1352,-570,-41,-9932,49.21
473250,1352,148,232,-16640,48.67
473300,1352,-312,-34,-10219,49.03
473350,1352,-180,-156,5158,48.56
473400,1352,-145,1,16268,48.16
473450,1352,-594,-34,13258,48.26
473500,1352,58,-121,172,49.74
473550,1353,199,4,-13538,49.52
473600,1353,-408,-8,-15820,48.23
473650,1353,-245,-90,-5378,48.62
473700,1353,272,-36,9415,48.87
473750,1353,215,-22,16744,48.85
473800,1353,-301,-58,9676,48.6
473850,1353,-498,-184,-4796,48.87
473900,1354,-86,-87,-15771,48.55
473950,1354,183,-202,-13460,48.47
474000,1354,266,-96,-133,49.15
474050,1354,321,-141,13351,48.61
474100,1354,-39,-200,15960,48.15
474150,1354,130,-27,5413,48.08
474200,1354,-384,-22,-9966,49.36
474250,1355,333,95,-17046,47.99
474300,1355,233,-11,-9748,48.8
474350,1355,459,-52,5200,48.43
474400,1355,-280,84,15767,48.89
474450,1355,-173,-198,13682,48.27
474500,1355,197,109,-40,48.94
474550,1355,75,7,-13585,48.02
474600,1356,-229,-50,-16095,48.47
474650,1356,381,-152,-5241,48.8
474700,1356,393,-25,9886,48.95
474750,1356,-244,32,16706,48.89
474800,1356,-64,34,10000,49.22
474850,1356,162,-56,-5233,49.23
474900,1356,90,144,-16068,49.33
474950,1357,256,-153,-13929,48.09
475000,1357,-140,-161,301,48.15
475050,1357,-235,-117,13263,47.83
475100,1357,96,73,15866,48.52
475150,1357,-24,-100,5232,48.37
475200,1357,357,2,-9960,49.32
475250,1357,503,70,-16711,48.94
475300,1358,69,-47,-9745,49.16
475350,1358,8,-84,5362,48.46
475400,1358,-661,-170,15829,48.92
475450,1358,-147,-253,13274,49.0
475500,1358,-24,-117,96,48.75
475550,1358,-492,-117,-13934,49.18
475600,1358,-155,-228,-16005,48.29
475650,1359,34,-185,-5067,49.28
475700,1359,271,14,10239,48.84
475750,1359,-298,-95,16747,49.72
475800,1359,103,7,9848,48.19
475850,1359,359,-97,-5208,49.06
475900,1359,-413,-68,-15756,49.01
475950,1359,129,-35,-13720,48.74
476000,1360,139,-125,452,48.74
476050,1360,123,-230,13348,48.53
476100,1360,-561,-275,15946,48.38
476150,1360,18,-4,5317,48.03
476200,1360,211,-26,-9741,48.69
476250,1360,142,-127,-16681,48.61
476300,1360,38,-66,-9799,49.41
476350,1361,-268,58,5323,48.51
476400,1361,66,20,15975,48.43
476450,1361,12,-78,13301,48.54
476500,1361,-126,-114,-42,48.4
476550,1361,439,-123,-13597,48.78
476600,1361,-319,-124,-16031,48.18
476650,1361,-279,-46,-5034,48.82
476700,1362,-224,-17,10014,47.42
476750,1362,198,-77,17154,48.3
476800,1362,-228,15,9948,49.31
